ProductID,TransactionType,TransactionID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,Quantity,ActualCost,ModifiedDate
812,W,100035,41625,0,2013-07-31 00:00:00,7,0,2013-07-31 00:00:00
813,W,100036,41626,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
815,W,100037,41627,0,2013-07-31 00:00:00,3,0,2013-07-31 00:00:00
816,W,100038,41628,0,2013-07-31 00:00:00,2,0,2013-07-31 00:00:00
818,W,100039,41629,0,2013-07-31 00:00:00,4,0,2013-07-31 00:00:00
819,W,100040,41630,0,2013-07-31 00:00:00,7,0,2013-07-31 00:00:00
820,W,100041,41631,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
821,W,100042,41632,0,2013-07-31 00:00:00,5,0,2013-07-31 00:00:00
822,W,100043,41633,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
823,W,100044,41634,0,2013-07-31 00:00:00,3,0,2013-07-31 00:00:00
824,W,100045,41635,0,2013-07-31 00:00:00,2,0,2013-07-31 00:00:00
826,W,100046,41636,0,2013-07-31 00:00:00,4,0,2013-07-31 00:00:00
827,W,100047,41637,0,2013-07-31 00:00:00,7,0,2013-07-31 00:00:00
828,W,100048,41638,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
829,W,100049,41639,0,2013-07-31 00:00:00,5,0,2013-07-31 00:00:00
833,W,100050,41640,0,2013-07-31 00:00:00,2,0,2013-07-31 00:00:00
834,W,100051,41641,0,2013-07-31 00:00:00,2,0,2013-07-31 00:00:00
835,W,100052,41642,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
836,W,100053,41643,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
839,W,100054,41644,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
887,W,100055,41645,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
888,W,100056,41646,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
890,W,100057,41647,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
892,W,100058,41648,0,2013-07-31 00:00:00,2,0,2013-07-31 00:00:00
894,W,100059,41649,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
904,W,100060,41650,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
925,W,100061,41651,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
943,W,100062,41652,0,2013-07-31 00:00:00,1,0,2013-07-31 00:00:00
945,W,100063,41653,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
947,W,100064,41654,0,2013-07-31 00:00:00,5,0,2013-07-31 00:00:00
949,W,100065,41655,0,2013-07-31 00:00:00,6,0,2013-07-31 00:00:00
950,W,100066,41656,0,2013-07-31 00:00:00,12,0,2013-07-31 00:00:00
951,W,100067,41657,0,2013-07-31 00:00:00,4,0,2013-07-31 00:00:00
994,W,100068,41658,0,2013-07-31 00:00:00,12,0,2013-07-31 00:00:00
995,W,100069,41659,0,2013-07-31 00:00:00,5,0,2013-07-31 00:00:00
996,W,100070,41660,0,2013-07-31 00:00:00,5,0,2013-07-31 00:00:00
3,W,100071,41661,0,2013-07-31 00:00:00,220,0,2013-07-31 00:00:00
324,W,100072,41662,0,2013-07-31 00:00:00,44,0,2013-07-31 00:00:00
327,W,100073,41663,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
328,W,100074,41664,0,2013-07-31 00:00:00,10,0,2013-07-31 00:00:00
329,W,100075,41665,0,2013-07-31 00:00:00,24,0,2013-07-31 00:00:00
330,W,100076,41666,0,2013-07-31 00:00:00,10,0,2013-07-31 00:00:00
398,W,100077,41667,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
399,W,100078,41668,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
400,W,100079,41669,0,2013-07-31 00:00:00,14,0,2013-07-31 00:00:00
401,W,100080,41670,0,2013-07-31 00:00:00,30,0,2013-07-31 00:00:00
529,W,100081,41671,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
532,W,100082,41672,0,2013-07-31 00:00:00,88,0,2013-07-31 00:00:00
533,W,100083,41673,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
534,W,100084,41674,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
802,W,100085,41675,0,2013-07-31 00:00:00,6,0,2013-07-31 00:00:00
803,W,100086,41676,0,2013-07-31 00:00:00,8,0,2013-07-31 00:00:00
804,W,100087,41677,0,2013-07-31 00:00:00,8,0,2013-07-31 00:00:00
316,W,100088,41678,0,2013-07-31 00:00:00,44,0,2013-07-31 00:00:00
331,W,100089,41679,0,2013-07-31 00:00:00,44,0,2013-07-31 00:00:00
350,W,100090,41680,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
531,W,100091,41681,0,2013-07-31 00:00:00,22,0,2013-07-31 00:00:00
875,S,100092,53450,1,2013-07-31 00:00:00,4,5.8435,2013-07-31 00:00:00
953,S,100093,53451,2,2013-07-31 00:00:00,2,874.692,2013-07-31 00:00:00
965,S,100094,53451,1,2013-07-31 00:00:00,1,534.492,2013-07-31 00:00:00
712,S,100095,53452,10,2013-07-31 00:00:00,2,5.8435,2013-07-31 00:00:00
885,S,100096,53452,31,2013-07-31 00:00:00,4,742.8934,2013-07-31 00:00:00
886,S,100097,53452,41,2013-07-31 00:00:00,1,246.7308,2013-07-31 00:00:00
889,S,100098,53452,32,2013-07-31 00:00:00,5,742.8934,2013-07-31 00:00:00
892,S,100099,53452,21,2013-07-31 00:00:00,1,742.8934,2013-07-31 00:00:00
893,S,100100,53452,40,2013-07-31 00:00:00,3,742.8934,2013-07-31 00:00:00
894,S,100101,53452,16,2013-07-31 00:00:00,1,89.8804,2013-07-31 00:00:00
895,S,100102,53452,9,2013-07-31 00:00:00,6,246.7308,2013-07-31 00:00:00
896,S,100103,53452,30,2013-07-31 00:00:00,4,246.7308,2013-07-31 00:00:00
899,S,100104,53452,28,2013-07-31 00:00:00,2,246.7308,2013-07-31 00:00:00
900,S,100105,53452,2,2013-07-31 00:00:00,1,246.7308,2013-07-31 00:00:00
907,S,100106,53452,19,2013-07-31 00:00:00,1,78.81,2013-07-31 00:00:00
914,S,100107,53452,6,2013-07-31 00:00:00,2,20.0688,2013-07-31 00:00:00
916,S,100108,53452,20,2013-07-31 00:00:00,4,38.9536,2013-07-31 00:00:00
941,S,100109,53452,24,2013-07-31 00:00:00,3,59.9326,2013-07-31 00:00:00
945,S,100110,53452,37,2013-07-31 00:00:00,4,67.7026,2013-07-31 00:00:00
947,S,100111,53452,14,2013-07-31 00:00:00,4,67.7618,2013-07-31 00:00:00
948,S,100112,53452,23,2013-07-31 00:00:00,8,78.81,2013-07-31 00:00:00
949,S,100113,53452,8,2013-07-31 00:00:00,4,129.8626,2013-07-31 00:00:00
951,S,100114,53452,18,2013-07-31 00:00:00,8,299.6926,2013-07-31 00:00:00
952,S,100115,53452,27,2013-07-31 00:00:00,4,14.9776,2013-07-31 00:00:00
953,S,100116,53452,4,2013-07-31 00:00:00,4,874.692,2013-07-31 00:00:00
954,S,100117,53452,29,2013-07-31 00:00:00,1,1716.5304,2013-07-31 00:00:00
955,S,100118,53452,36,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
956,S,100119,53452,38,2013-07-31 00:00:00,2,1716.5304,2013-07-31 00:00:00
957,S,100120,53452,35,2013-07-31 00:00:00,1,1716.5304,2013-07-31 00:00:00
958,S,100121,53452,11,2013-07-31 00:00:00,4,534.492,2013-07-31 00:00:00
959,S,100122,53452,43,2013-07-31 00:00:00,2,534.492,2013-07-31 00:00:00
960,S,100123,53452,3,2013-07-31 00:00:00,2,534.492,2013-07-31 00:00:00
962,S,100124,53452,42,2013-07-31 00:00:00,1,534.492,2013-07-31 00:00:00
963,S,100125,53452,13,2013-07-31 00:00:00,1,534.492,2013-07-31 00:00:00
965,S,100126,53452,39,2013-07-31 00:00:00,2,534.492,2013-07-31 00:00:00
966,S,100127,53452,1,2013-07-31 00:00:00,4,1716.5304,2013-07-31 00:00:00
967,S,100128,53452,7,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
968,S,100129,53452,5,2013-07-31 00:00:00,5,1716.5304,2013-07-31 00:00:00
969,S,100130,53452,17,2013-07-31 00:00:00,2,1716.5304,2013-07-31 00:00:00
970,S,100131,53452,25,2013-07-31 00:00:00,3,874.692,2013-07-31 00:00:00
971,S,100132,53452,22,2013-07-31 00:00:00,2,874.692,2013-07-31 00:00:00
972,S,100133,53452,34,2013-07-31 00:00:00,1,874.692,2013-07-31 00:00:00
978,S,100134,53452,15,2013-07-31 00:00:00,2,534.492,2013-07-31 00:00:00
979,S,100135,53452,12,2013-07-31 00:00:00,6,534.492,2013-07-31 00:00:00
994,S,100136,53452,33,2013-07-31 00:00:00,3,39.9526,2013-07-31 00:00:00
996,S,100137,53452,26,2013-07-31 00:00:00,1,89.9026,2013-07-31 00:00:00
896,S,100138,53453,1,2013-07-31 00:00:00,1,246.7308,2013-07-31 00:00:00
707,S,100139,53454,1,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
708,S,100140,53454,42,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
711,S,100141,53454,13,2013-07-31 00:00:00,2,20.994,2013-07-31 00:00:00
712,S,100142,53454,28,2013-07-31 00:00:00,3,5.8435,2013-07-31 00:00:00
714,S,100143,53454,45,2013-07-31 00:00:00,7,32.4935,2013-07-31 00:00:00
715,S,100144,53454,17,2013-07-31 00:00:00,5,32.4935,2013-07-31 00:00:00
743,S,100145,53454,7,2013-07-31 00:00:00,4,998.704,2013-07-31 00:00:00
748,S,100146,53454,21,2013-07-31 00:00:00,3,1009.73,2013-07-31 00:00:00
779,S,100147,53454,14,2013-07-31 00:00:00,3,1670.3928,2013-07-31 00:00:00
781,S,100148,53454,43,2013-07-31 00:00:00,5,1670.3928,2013-07-31 00:00:00
784,S,100149,53454,39,2013-07-31 00:00:00,6,1652.3928,2013-07-31 00:00:00
808,S,100150,53454,22,2013-07-31 00:00:00,1,32.9596,2013-07-31 00:00:00
809,S,100151,53454,9,2013-07-31 00:00:00,2,45.8208,2013-07-31 00:00:00
810,S,100152,53454,31,2013-07-31 00:00:00,2,88.9998,2013-07-31 00:00:00
859,S,100153,53454,24,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
864,S,100154,53454,37,2013-07-31 00:00:00,14,41.275,2013-07-31 00:00:00
865,S,100155,53454,41,2013-07-31 00:00:00,4,41.275,2013-07-31 00:00:00
868,S,100156,53454,5,2013-07-31 00:00:00,1,45.4935,2013-07-31 00:00:00
869,S,100157,53454,20,2013-07-31 00:00:00,24,45.4935,2013-07-31 00:00:00
870,S,100158,53454,19,2013-07-31 00:00:00,3,2.994,2013-07-31 00:00:00
876,S,100159,53454,10,2013-07-31 00:00:00,8,72,2013-07-31 00:00:00
877,S,100160,53454,34,2013-07-31 00:00:00,2,4.77,2013-07-31 00:00:00
880,S,100161,53454,18,2013-07-31 00:00:00,4,32.994,2013-07-31 00:00:00
881,S,100162,53454,44,2013-07-31 00:00:00,6,35.0935,2013-07-31 00:00:00
883,S,100163,53454,40,2013-07-31 00:00:00,5,35.0935,2013-07-31 00:00:00
884,S,100164,53454,11,2013-07-31 00:00:00,10,35.0935,2013-07-31 00:00:00
904,S,100165,53454,30,2013-07-31 00:00:00,2,269.4266,2013-07-31 00:00:00
905,S,100166,53454,8,2013-07-31 00:00:00,4,269.4266,2013-07-31 00:00:00
917,S,100167,53454,32,2013-07-31 00:00:00,2,195.397,2013-07-31 00:00:00
918,S,100168,53454,35,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
920,S,100169,53454,25,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
924,S,100170,53454,27,2013-07-31 00:00:00,2,184.8446,2013-07-31 00:00:00
925,S,100171,53454,23,2013-07-31 00:00:00,1,184.8446,2013-07-31 00:00:00
935,S,100172,53454,4,2013-07-31 00:00:00,1,29.9626,2013-07-31 00:00:00
936,S,100173,53454,29,2013-07-31 00:00:00,2,45.9466,2013-07-31 00:00:00
937,S,100174,53454,16,2013-07-31 00:00:00,2,59.9326,2013-07-31 00:00:00
980,S,100175,53454,26,2013-07-31 00:00:00,4,554.0328,2013-07-31 00:00:00
982,S,100176,53454,2,2013-07-31 00:00:00,1,554.0328,2013-07-31 00:00:00
983,S,100177,53454,33,2013-07-31 00:00:00,3,554.0328,2013-07-31 00:00:00
984,S,100178,53454,12,2013-07-31 00:00:00,1,406.7928,2013-07-31 00:00:00
985,S,100179,53454,36,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
986,S,100180,53454,46,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
988,S,100181,53454,6,2013-07-31 00:00:00,1,406.7928,2013-07-31 00:00:00
989,S,100182,53454,3,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
990,S,100183,53454,47,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
991,S,100184,53454,15,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
992,S,100185,53454,48,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
993,S,100186,53454,38,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
743,S,100187,53455,21,2013-07-31 00:00:00,1,998.704,2013-07-31 00:00:00
748,S,100188,53455,3,2013-07-31 00:00:00,1,1009.73,2013-07-31 00:00:00
780,S,100189,53455,25,2013-07-31 00:00:00,5,1670.3928,2013-07-31 00:00:00
783,S,100190,53455,33,2013-07-31 00:00:00,5,1652.3928,2013-07-31 00:00:00
784,S,100191,53455,14,2013-07-31 00:00:00,2,1652.3928,2013-07-31 00:00:00
808,S,100192,53455,27,2013-07-31 00:00:00,2,32.9596,2013-07-31 00:00:00
809,S,100193,53455,10,2013-07-31 00:00:00,2,45.8208,2013-07-31 00:00:00
810,S,100194,53455,11,2013-07-31 00:00:00,1,88.9998,2013-07-31 00:00:00
858,S,100195,53455,24,2013-07-31 00:00:00,6,15.9185,2013-07-31 00:00:00
867,S,100196,53455,9,2013-07-31 00:00:00,8,45.4935,2013-07-31 00:00:00
868,S,100197,53455,34,2013-07-31 00:00:00,3,45.4935,2013-07-31 00:00:00
869,S,100198,53455,17,2013-07-31 00:00:00,16,45.4935,2013-07-31 00:00:00
904,S,100199,53455,28,2013-07-31 00:00:00,8,269.4266,2013-07-31 00:00:00
906,S,100200,53455,4,2013-07-31 00:00:00,4,269.4266,2013-07-31 00:00:00
910,S,100201,53455,15,2013-07-31 00:00:00,2,38.9536,2013-07-31 00:00:00
917,S,100202,53455,31,2013-07-31 00:00:00,5,195.397,2013-07-31 00:00:00
918,S,100203,53455,2,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
920,S,100204,53455,16,2013-07-31 00:00:00,1,195.397,2013-07-31 00:00:00
924,S,100205,53455,7,2013-07-31 00:00:00,1,184.8446,2013-07-31 00:00:00
926,S,100206,53455,22,2013-07-31 00:00:00,1,184.8446,2013-07-31 00:00:00
935,S,100207,53455,6,2013-07-31 00:00:00,3,29.9626,2013-07-31 00:00:00
936,S,100208,53455,13,2013-07-31 00:00:00,3,45.9466,2013-07-31 00:00:00
944,S,100209,53455,20,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
981,S,100210,53455,26,2013-07-31 00:00:00,2,554.0328,2013-07-31 00:00:00
982,S,100211,53455,23,2013-07-31 00:00:00,3,554.0328,2013-07-31 00:00:00
984,S,100212,53455,12,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
985,S,100213,53455,5,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
987,S,100214,53455,32,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
988,S,100215,53455,1,2013-07-31 00:00:00,3,406.7928,2013-07-31 00:00:00
989,S,100216,53455,19,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
990,S,100217,53455,30,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
991,S,100218,53455,8,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
992,S,100219,53455,29,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
993,S,100220,53455,18,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
738,S,100221,53456,25,2013-07-31 00:00:00,2,249.5428,2013-07-31 00:00:00
792,S,100222,53456,14,2013-07-31 00:00:00,2,1759.212,2013-07-31 00:00:00
793,S,100223,53456,9,2013-07-31 00:00:00,3,1759.212,2013-07-31 00:00:00
794,S,100224,53456,1,2013-07-31 00:00:00,1,1759.212,2013-07-31 00:00:00
795,S,100225,53456,2,2013-07-31 00:00:00,1,1759.212,2013-07-31 00:00:00
796,S,100226,53456,5,2013-07-31 00:00:00,1,1759.212,2013-07-31 00:00:00
797,S,100227,53456,8,2013-07-31 00:00:00,1,806.7528,2013-07-31 00:00:00
798,S,100228,53456,23,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
799,S,100229,53456,13,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
800,S,100230,53456,3,2013-07-31 00:00:00,1,806.7528,2013-07-31 00:00:00
801,S,100231,53456,11,2013-07-31 00:00:00,2,806.7528,2013-07-31 00:00:00
813,S,100232,53456,6,2013-07-31 00:00:00,1,88.9998,2013-07-31 00:00:00
835,S,100233,53456,10,2013-07-31 00:00:00,2,440.1742,2013-07-31 00:00:00
836,S,100234,53456,22,2013-07-31 00:00:00,2,440.1742,2013-07-31 00:00:00
859,S,100235,53456,16,2013-07-31 00:00:00,1,15.9185,2013-07-31 00:00:00
874,S,100236,53456,17,2013-07-31 00:00:00,2,5.8435,2013-07-31 00:00:00
875,S,100237,53456,4,2013-07-31 00:00:00,11,5.8435,2013-07-31 00:00:00
938,S,100238,53456,15,2013-07-31 00:00:00,3,29.9626,2013-07-31 00:00:00
939,S,100239,53456,21,2013-07-31 00:00:00,1,45.9466,2013-07-31 00:00:00
940,S,100240,53456,18,2013-07-31 00:00:00,5,59.9326,2013-07-31 00:00:00
973,S,100241,53456,7,2013-07-31 00:00:00,1,1224.7128,2013-07-31 00:00:00
974,S,100242,53456,24,2013-07-31 00:00:00,2,1224.7128,2013-07-31 00:00:00
975,S,100243,53456,20,2013-07-31 00:00:00,1,1224.7128,2013-07-31 00:00:00
997,S,100244,53456,26,2013-07-31 00:00:00,2,388.7928,2013-07-31 00:00:00
998,S,100245,53456,12,2013-07-31 00:00:00,1,388.7928,2013-07-31 00:00:00
999,S,100246,53456,19,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
743,S,100247,53457,4,2013-07-31 00:00:00,2,998.704,2013-07-31 00:00:00
747,S,100248,53457,12,2013-07-31 00:00:00,1,998.704,2013-07-31 00:00:00
748,S,100249,53457,33,2013-07-31 00:00:00,8,1009.73,2013-07-31 00:00:00
779,S,100250,53457,24,2013-07-31 00:00:00,3,1670.3928,2013-07-31 00:00:00
780,S,100251,53457,1,2013-07-31 00:00:00,4,1670.3928,2013-07-31 00:00:00
781,S,100252,53457,18,2013-07-31 00:00:00,1,1670.3928,2013-07-31 00:00:00
782,S,100253,53457,37,2013-07-31 00:00:00,12,1652.3928,2013-07-31 00:00:00
784,S,100254,53457,25,2013-07-31 00:00:00,1,1652.3928,2013-07-31 00:00:00
808,S,100255,53457,13,2013-07-31 00:00:00,2,32.9596,2013-07-31 00:00:00
809,S,100256,53457,11,2013-07-31 00:00:00,2,45.8208,2013-07-31 00:00:00
867,S,100257,53457,20,2013-07-31 00:00:00,3,45.4935,2013-07-31 00:00:00
868,S,100258,53457,2,2013-07-31 00:00:00,2,45.4935,2013-07-31 00:00:00
894,S,100259,53457,35,2013-07-31 00:00:00,4,89.8804,2013-07-31 00:00:00
904,S,100260,53457,26,2013-07-31 00:00:00,2,269.4266,2013-07-31 00:00:00
907,S,100261,53457,32,2013-07-31 00:00:00,1,78.81,2013-07-31 00:00:00
908,S,100262,53457,15,2013-07-31 00:00:00,1,20.0688,2013-07-31 00:00:00
909,S,100263,53457,16,2013-07-31 00:00:00,4,28.9636,2013-07-31 00:00:00
910,S,100264,53457,29,2013-07-31 00:00:00,2,38.9536,2013-07-31 00:00:00
917,S,100265,53457,14,2013-07-31 00:00:00,4,195.397,2013-07-31 00:00:00
918,S,100266,53457,5,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
920,S,100267,53457,34,2013-07-31 00:00:00,5,195.397,2013-07-31 00:00:00
924,S,100268,53457,21,2013-07-31 00:00:00,8,184.8446,2013-07-31 00:00:00
925,S,100269,53457,8,2013-07-31 00:00:00,2,184.8446,2013-07-31 00:00:00
926,S,100270,53457,3,2013-07-31 00:00:00,3,184.8446,2013-07-31 00:00:00
935,S,100271,53457,28,2013-07-31 00:00:00,1,29.9626,2013-07-31 00:00:00
936,S,100272,53457,30,2013-07-31 00:00:00,4,45.9466,2013-07-31 00:00:00
937,S,100273,53457,19,2013-07-31 00:00:00,4,59.9326,2013-07-31 00:00:00
945,S,100274,53457,6,2013-07-31 00:00:00,8,67.7026,2013-07-31 00:00:00
948,S,100275,53457,36,2013-07-31 00:00:00,4,78.81,2013-07-31 00:00:00
949,S,100276,53457,7,2013-07-31 00:00:00,3,129.8626,2013-07-31 00:00:00
950,S,100277,53457,22,2013-07-31 00:00:00,1,189.8026,2013-07-31 00:00:00
981,S,100278,53457,10,2013-07-31 00:00:00,2,554.0328,2013-07-31 00:00:00
984,S,100279,53457,23,2013-07-31 00:00:00,1,406.7928,2013-07-31 00:00:00
985,S,100280,53457,31,2013-07-31 00:00:00,2,406.7928,2013-07-31 00:00:00
986,S,100281,53457,38,2013-07-31 00:00:00,1,406.7928,2013-07-31 00:00:00
991,S,100282,53457,27,2013-07-31 00:00:00,2,388.7928,2013-07-31 00:00:00
994,S,100283,53457,17,2013-07-31 00:00:00,3,39.9526,2013-07-31 00:00:00
996,S,100284,53457,9,2013-07-31 00:00:00,2,89.9026,2013-07-31 00:00:00
707,S,100285,53458,23,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
708,S,100286,53458,19,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
711,S,100287,53458,8,2013-07-31 00:00:00,12,20.994,2013-07-31 00:00:00
712,S,100288,53458,2,2013-07-31 00:00:00,19,5.8435,2013-07-31 00:00:00
714,S,100289,53458,38,2013-07-31 00:00:00,4,32.4935,2013-07-31 00:00:00
715,S,100290,53458,47,2013-07-31 00:00:00,18,32.4935,2013-07-31 00:00:00
716,S,100291,53458,10,2013-07-31 00:00:00,10,32.4935,2013-07-31 00:00:00
858,S,100292,53458,36,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
859,S,100293,53458,24,2013-07-31 00:00:00,8,15.9185,2013-07-31 00:00:00
860,S,100294,53458,41,2013-07-31 00:00:00,6,15.9185,2013-07-31 00:00:00
864,S,100295,53458,31,2013-07-31 00:00:00,19,41.275,2013-07-31 00:00:00
865,S,100296,53458,7,2013-07-31 00:00:00,18,41.275,2013-07-31 00:00:00
870,S,100297,53458,17,2013-07-31 00:00:00,4,2.994,2013-07-31 00:00:00
873,S,100298,53458,46,2013-07-31 00:00:00,3,1.374,2013-07-31 00:00:00
876,S,100299,53458,40,2013-07-31 00:00:00,9,72,2013-07-31 00:00:00
877,S,100300,53458,4,2013-07-31 00:00:00,12,4.77,2013-07-31 00:00:00
880,S,100301,53458,13,2013-07-31 00:00:00,6,32.994,2013-07-31 00:00:00
881,S,100302,53458,37,2013-07-31 00:00:00,17,35.0935,2013-07-31 00:00:00
883,S,100303,53458,49,2013-07-31 00:00:00,16,35.0935,2013-07-31 00:00:00
884,S,100304,53458,33,2013-07-31 00:00:00,13,35.0935,2013-07-31 00:00:00
885,S,100305,53458,25,2013-07-31 00:00:00,12,742.8934,2013-07-31 00:00:00
886,S,100306,53458,48,2013-07-31 00:00:00,2,246.7308,2013-07-31 00:00:00
887,S,100307,53458,51,2013-07-31 00:00:00,1,742.8934,2013-07-31 00:00:00
888,S,100308,53458,28,2013-07-31 00:00:00,4,742.8934,2013-07-31 00:00:00
889,S,100309,53458,11,2013-07-31 00:00:00,14,742.8934,2013-07-31 00:00:00
891,S,100310,53458,3,2013-07-31 00:00:00,3,742.8934,2013-07-31 00:00:00
892,S,100311,53458,29,2013-07-31 00:00:00,8,742.8934,2013-07-31 00:00:00
893,S,100312,53458,44,2013-07-31 00:00:00,2,742.8934,2013-07-31 00:00:00
895,S,100313,53458,1,2013-07-31 00:00:00,2,246.7308,2013-07-31 00:00:00
899,S,100314,53458,27,2013-07-31 00:00:00,3,246.7308,2013-07-31 00:00:00
